thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
317,296,37.17023694,7.546117435,4,0.331618105,14,39.83140062,8.114807762,silk,satin,raw,handloom,738014,1394,24.41370065,WH-C,Suresh,Night,36.23078151,73.73941617,Minor issue,Low
85,286,95.45917494,0.557391315,5,0.771516532,10,37.37801843,10.88659311,polyester,plain,printed,handloom,679850,2284,46.76659502,WH-A,Priya,Night,36.99381732,89.75323333,Looks fine,High
153,242,39.88636762,4.0037635,2,0.337848054,0,32.53922537,14.0066861,cotton,plain,printed,handloom,817510,436,42.0658164,WH-B,Ramesh,Morning,41.34358765,80.7164375,Recheck,High
82,156,41.43618958,2.167908022,2,0.299775247,1,5.827140844,4.447579656,polyester,twill,printed,handloom,646810,3474,10.83272367,WH-A,Ramesh,Night,27.39910801,67.17160657,Looks fine,Medium
194,181,68.48566754,5.230721349,5,1.20700283,8,6.231387984,12.3808297,silk,twill,printed,powerloom,737780,113,8.622724016,WH-C,Suresh,Night,39.10878268,52.5538633,Minor issue,Medium
244,336,,2.976980832,1,0.153986241,6,27.85205558,8.223528023,polyester,twill,printed,handloom,827485,4285,26.0391202,WH-B,Suresh,Evening,39.13796845,48.46285942,Recheck,Medium
184,94,96.63533138,9.783544921,4,0.31208778,13,31.05435535,4.667215242,silk,twill,raw,handloom,658921,4973,12.55785844,WH-A,Suresh,Morning,32.08390544,57.11112671,Approved,Low
133,124,39.12963935,7.697860724,5,1.320736409,5,37.73730653,10.70995673,cotton,,dyed,handloom,698656,639,27.36709348,WH-B,John,Evening,38.78270437,63.84502156,Minor issue,Medium
190,343,100.9536433,4.387297517,2,0.716895058,1,7.18004482,5.771316053,cotton,plain,printed,powerloom,408670,996,52.09125635,WH-C,John,Morning,26.75703816,60.8685137,OK,High
133,111,63.57667058,6.016757638,4,0.856716435,3,27.92808816,10.54729176,cotton,satin,dyed,powerloom,420636,1475,14.86546382,WH-A,Suresh,Morning,33.28281754,47.67463653,Looks fine,High
182,120,79.78547834,2.345605336,1,0.746426157,3,37.95943389,11.55243046,wool,twill,dyed,powerloom,356227,3418,50.70501841,WH-B,Ramesh,Night,29.88580297,89.16693724,OK,High
,354,,5.365039488,4,1.143980813,12,15.23265447,5.212381612,silk,twill,dyed,powerloom,348739,1535,38.62909652,WH-B,Suresh,Night,38.45906649,48.84719913,Approved,Low
198,213,27.03202654,8.726061354,3,0.524741073,7,11.34590347,7.182039377,linen,twill,printed,handloom,289399,1403,40.41582257,WH-B,John,Morning,39.21797034,41.91004149,Looks fine,Low
127,249,81.99394231,2.007820787,1,0.742084845,13,26.88164117,10.9162792,cotton,plain,dyed,powerloom,109406,3562,6.260407297,WH-B,John,,20.23715149,67.24937299,Looks fine,Low
252,216,66.5472114,2.233674698,5,0.797518574,0,30.78788057,13.23638919,cotton,satin,raw,handloom,969329,3147,32.69994913,WH-A,Priya,Evening,32.97877238,59.8802554,Approved,High
223,118,84.64673374,,5,1.252567805,8,38.05843593,9.193878675,linen,plain,raw,handloom,187445,3755,16.88783595,WH-C,John,Evening,40.7871773,75.60603301,Looks fine,High
281,336,23.31502062,6.817556713,2,1.389630953,5,31.65161121,10.92466783,silk,satin,raw,powerloom,194245,4313,37.40468213,WH-C,Ramesh,Evening,37.20888501,57.88869357,OK,Medium
136,347,88.53322921,1.326563096,3,0.209884436,6,34.58780696,12.31724274,wool,,dyed,powerloom,146883,4239,15.01711343,WH-A,Ramesh,Morning,41.80610814,53.37712327,OK,High
317,184,83.56765445,7.185669668,1,0.289275127,6,9.929173701,3.96051121,polyester,twill,dyed,handloom,976096,2254,8.665222718,WH-B,Suresh,Evening,31.11938478,88.14726883,Minor issue,Medium
,152,89.91333013,2.121672213,3,0.946781718,6,39.858312,7.802805861,wool,satin,dyed,powerloom,143047,2257,23.40104027,WH-A,Ramesh,Morning,42.76514086,65.15066375,Recheck,High
,106,108.206705,2.492053295,2,1.02394917,5,35.06044499,14.01041962,linen,twill,raw,powerloom,227462,3408,10.28417268,WH-A,John,Evening,34.0599664,33.6624155,Approved,High
261,296,60.82255378,3.474392109,1,0.606272623,14,31.23794521,8.120779059,silk,twill,dyed,handloom,203115,1323,31.96989188,WH-B,John,Evening,28.60111542,89.48307621,Recheck,Low
137,378,22.8539741,3.196422165,4,0.347611436,6,36.72167995,9.045093172,polyester,twill,printed,powerloom,535961,4363,55.46412855,WH-A,Suresh,Night,28.93912958,44.29585072,Approved,Medium
204,297,112.8971484,5.154905744,2,1.16341854,6,39.35829974,11.51709431,cotton,satin,printed,powerloom,600573,2117,36.74702174,WH-A,Priya,Evening,26.36842301,37.42503483,Minor issue,High
274,263,81.30945317,7.034119221,1,1.308905115,8,8.521410823,10.30441577,,satin,raw,handloom,456676,4207,48.15344242,WH-A,Priya,Evening,34.84012835,87.73771111,OK,Low
335,372,55.2037518,,5,0.681691458,13,5.53552488,10.79560741,wool,satin,raw,powerloom,362347,116,58.46587236,WH-A,Ramesh,Night,33.91884963,33.80976274,Approved,Low
233,345,35.11213331,8.222747077,2,0.233304962,9,21.99468236,13.97928727,wool,plain,dyed,handloom,952977,846,40.98570106,WH-A,John,Morning,22.33231134,33.95563457,Recheck,Low
204,296,98.62410192,0.696913951,1,0.631010764,4,34.37540915,11.6838112,linen,twill,dyed,handloom,752850,4529,36.44215583,WH-C,John,Morning,23.55426856,81.17191946,Looks fine,High
106,391,44.87521079,,3,0.562508567,4,21.82720268,10.35607757,wool,plain,raw,handloom,149316,3822,19.33912727,WH-A,Priya,Night,38.39562964,42.64700613,Minor issue,Medium
305,92,76.64813145,7.57842069,5,1.191324007,11,19.5388561,8.508533139,polyester,,dyed,powerloom,896711,4331,56.81015618,WH-B,Anita,Night,36.05933756,88.47779763,Looks fine,Low
233,300,77.89844955,3.388740147,2,1.225159184,11,24.36083311,5.337726209,linen,satin,printed,handloom,738180,692,29.52978084,WH-C,Anita,Evening,29.81415276,59.14284184,Minor issue,Medium
212,,67.33657587,4.694792265,4,1.091533255,4,33.90805265,5.77671813,cotton,twill,raw,powerloom,923384,4498,27.25800898,WH-A,Anita,Night,42.01619625,43.16170316,Recheck,High
155,364,44.95874833,5.187237273,5,1.44011826,4,6.465587609,12.34604052,wool,twill,dyed,handloom,177741,1807,49.14170347,WH-C,Ramesh,Morning,23.84989381,69.0308021,Minor issue,Medium
193,182,96.89974473,8.099901237,2,0.199359875,3,32.38970244,14.17806918,wool,twill,raw,handloom,773287,1209,49.64033645,WH-A,Suresh,Evening,33.98254213,68.39503059,Minor issue,High
130,351,106.3621997,8.58389556,2,0.80759485,3,37.27373699,14.17889663,linen,twill,dyed,powerloom,993417,4261,56.21502062,WH-B,John,Night,39.83306243,84.14861733,Recheck,High
183,175,36.36304648,0.814292933,1,1.264623121,5,37.52974952,13.52376978,silk,twill,printed,handloom,678333,4782,37.4369531,WH-A,Anita,Morning,36.02442681,88.88567436,Minor issue,Low
226,273,25.78934106,6.191203772,1,0.996631272,4,38.61013296,3.271647367,wool,plain,dyed,powerloom,432708,4419,49.01991711,WH-C,Anita,Morning,40.73693611,89.90274445,OK,Medium
283,208,68.80695171,4.36620798,4,0.300642798,8,13.35194803,4.097552349,polyester,plain,printed,powerloom,508939,1813,57.88404505,WH-B,John,Morning,25.54872311,63.13555096,OK,Medium
142,332,82.72356969,4.482753127,2,0.648380537,11,39.37520554,10.77712989,wool,satin,dyed,handloom,804839,3720,46.86157909,WH-B,Ramesh,Evening,40.35372926,32.90087964,Looks fine,Medium
234,178,16.54723146,7.54197069,4,0.630994739,11,36.70723576,8.253940886,silk,plain,raw,powerloom,956531,2380,30.80572398,WH-C,Suresh,Night,31.77592306,80.43405792,Approved,Low
135,,106.0893516,6.140361496,3,0.701355365,1,33.6675527,3.025962222,cotton,satin,raw,powerloom,311702,712,16.90714878,WH-B,Suresh,Evening,34.83431743,50.23627106,Recheck,High
228,398,52.98395125,3.680328134,1,0.673959795,1,23.89428041,4.981668174,silk,twill,printed,handloom,500797,3958,9.255467395,WH-A,Suresh,Night,28.65595425,87.19794239,Looks fine,High
253,331,72.7917863,2.002554435,3,1.296723211,1,14.89227071,4.205190711,cotton,plain,raw,powerloom,587044,3431,40.92518818,WH-B,Priya,Night,26.97951613,74.66203818,Recheck,High
255,199,59.09168839,1.327533107,4,1.336838588,6,10.52968512,4.959285838,wool,satin,raw,handloom,213729,1693,16.83154639,WH-C,Anita,Night,41.10453184,43.84364029,Recheck,High
239,262,42.32254247,7.382809863,1,1.000292338,0,26.28794818,4.277744387,polyester,satin,dyed,handloom,544950,1466,19.87541248,WH-B,John,Evening,44.80456866,62.45077409,Looks fine,Medium
324,308,76.9286727,5.116281694,5,0.399618776,5,16.2512864,14.17396898,polyester,,raw,powerloom,962856,833,36.59904345,WH-A,Anita,Evening,42.04169242,51.73146477,Minor issue,High
160,263,43.83592241,1.241644163,1,1.455747959,13,25.27590949,5.786340382,wool,twill,raw,handloom,211690,1286,8.299872783,WH-A,John,Evening,40.22259638,61.00736645,Recheck,Low
218,127,67.36822736,5.774936118,1,0.738827755,1,9.776065465,3.186513188,,plain,printed,powerloom,217222,3824,22.01035475,WH-A,Ramesh,Night,25.86877598,80.01228831,Approved,Medium
291,247,93.3384406,9.547747185,4,1.081980423,1,17.56020871,6.651656684,,,printed,powerloom,357210,1919,12.95447578,WH-C,Anita,Morning,37.88230739,56.91995955,OK,High
179,133,100.6520759,0.938632856,5,0.912205638,3,24.81471863,12.3314496,polyester,satin,raw,powerloom,594376,2138,53.11673814,WH-C,Priya,Night,23.55420617,83.15784791,OK,High
219,238,25.04223999,5.806279153,4,0.922589369,8,33.83149611,3.759563736,polyester,twill,printed,handloom,410342,2792,44.93247717,WH-A,Ramesh,,44.08244308,78.02495793,Recheck,Low
295,330,59.33650451,4.57775155,1,0.269120058,0,23.9645496,3.918669112,silk,twill,printed,powerloom,538628,342,51.79800564,WH-C,Priya,Evening,28.11229849,59.86835687,Approved,High
292,,93.29238791,4.146617483,4,0.375262858,6,16.19323887,3.70839292,wool,twill,printed,powerloom,972864,1714,12.59819015,WH-C,John,Evening,43.29122448,63.9159921,Recheck,High
193,96,17.28862916,7.210576167,5,1.466570848,7,29.31864892,12.51627669,wool,plain,printed,powerloom,488618,1577,33.65486177,WH-C,John,Evening,23.36682447,71.48469767,OK,Low
139,,19.99448705,3.282251683,5,1.05845635,1,37.58061253,13.92382079,silk,satin,raw,handloom,113411,4380,37.06882951,WH-B,John,Night,33.84035069,84.68015161,Looks fine,High
183,281,41.89943711,1.132453894,3,0.973398266,1,11.31500418,11.34177804,linen,,printed,powerloom,731666,2957,46.31932391,WH-A,John,,25.33526908,44.84384579,Minor issue,High
338,251,76.42851888,1.671910715,3,0.778920454,1,10.36700213,5.688933091,silk,twill,dyed,handloom,563055,3719,14.31789702,WH-B,John,Evening,25.79329916,41.68424335,Looks fine,High
254,180,40.11131968,4.318854681,3,0.702567153,7,18.30097766,11.81130528,wool,,raw,handloom,781498,1526,36.3334923,WH-C,John,Morning,41.7938475,57.86967339,Approved,Medium
317,199,112.2481372,2.71798613,1,0.405410983,1,10.92119241,12.03282866,polyester,twill,raw,powerloom,670578,4302,57.17475465,WH-C,Ramesh,Evening,35.86482322,69.26389724,Minor issue,High
331,319,22.99783475,7.916835484,2,1.440793792,1,17.79606402,6.018098963,wool,plain,raw,powerloom,677005,2727,30.54672757,WH-B,Anita,Morning,24.4171397,64.868424,Approved,Medium
325,372,105.3093314,1.425610863,5,1.237423526,7,28.82688404,9.572334622,linen,plain,raw,handloom,601385,2980,5.63677813,WH-B,Priya,Morning,36.84985191,83.99568551,OK,High
218,276,113.9920235,1.906843374,4,0.846493124,3,35.58810653,7.070931336,silk,twill,printed,powerloom,456622,373,46.99903799,WH-A,Priya,Night,37.78261372,39.97375493,Approved,High
278,,99.39877905,6.068777114,4,1.159293551,1,19.87059997,14.18333709,linen,twill,dyed,handloom,930556,2608,42.47119187,WH-C,Anita,Night,28.67934473,57.05625593,Looks fine,High
153,195,23.65517908,1.842765071,1,1.274318979,3,8.405193183,3.750840378,linen,twill,printed,handloom,826614,2658,44.8475779,WH-A,John,Night,26.11863109,80.94517574,Looks fine,Medium
136,390,33.33549564,1.245342075,4,0.88387776,2,8.262905519,6.64176501,cotton,plain,printed,powerloom,921940,2457,12.62314661,WH-B,Anita,Morning,31.94306349,57.38658311,Looks fine,High
135,243,90.31913968,8.430489844,2,0.86263178,7,8.031156522,9.973242485,polyester,satin,printed,powerloom,373582,1452,39.35117677,WH-B,Anita,Evening,41.58607027,42.53566448,Recheck,Medium
186,390,112.068251,3.203612468,4,1.341987575,6,11.6416085,8.895529326,,twill,dyed,handloom,416765,4207,31.27161723,WH-C,Priya,Morning,32.18259196,39.73819202,Approved,High
94,250,102.1979507,3.774756185,2,1.45889316,5,14.96598175,3.529475172,linen,twill,dyed,handloom,533070,1906,55.52025448,WH-C,Ramesh,Morning,36.62040148,34.07023576,Approved,High
326,178,114.705091,2.299918662,2,0.390275825,4,34.18007385,14.1425589,wool,twill,printed,powerloom,260784,3344,22.61090833,WH-B,Priya,Evening,29.53703426,77.9352454,Approved,High
235,291,30.11065843,,4,0.511055831,8,21.30176981,13.04714827,linen,satin,dyed,handloom,726112,94,38.78936576,WH-A,Priya,Morning,33.15861342,60.20729756,Minor issue,Low
321,124,82.71701339,9.880581034,5,1.242029203,12,32.98482825,4.346086909,polyester,satin,printed,powerloom,989431,91,9.812997337,WH-A,Suresh,Evening,38.58354232,72.18717561,Looks fine,Low
101,269,57.58268425,7.523493586,5,0.932183656,2,5.067582416,14.78748654,linen,plain,printed,powerloom,739591,1573,10.74004216,WH-A,Anita,Night,28.97291591,47.35245294,OK,High
102,166,46.79181288,,3,0.881840552,5,22.60895339,8.028154837,silk,twill,printed,handloom,663312,1067,12.04825855,WH-B,Suresh,Evening,31.20713854,38.25127053,Minor issue,Low
130,270,97.33785095,8.844178868,4,0.952118861,2,12.09941591,4.400359426,polyester,twill,raw,powerloom,696328,54,13.36327125,WH-C,John,,42.6492685,54.67115742,Approved,High
348,115,16.02164725,7.884203289,4,0.642764562,13,29.41141078,10.6777165,wool,plain,dyed,handloom,348274,4685,45.80247746,WH-B,Anita,,32.28275924,34.46657484,Recheck,Low
254,377,114.5751131,6.660423691,1,0.277908198,13,30.78019717,8.757529407,cotton,plain,printed,powerloom,749348,4692,48.07386692,WH-B,Ramesh,,42.54208108,73.83674036,OK,Low
219,284,56.34587589,9.544360676,1,0.345794084,5,38.03796148,5.077577899,linen,plain,raw,handloom,122994,238,6.532503136,WH-A,Ramesh,Evening,30.49186522,73.59155107,OK,Medium
104,361,31.81171545,2.803890432,2,1.214155313,4,28.58688511,5.704722307,cotton,,printed,handloom,119229,145,20.42406634,WH-A,Anita,Morning,44.9634218,48.02520139,Minor issue,Medium
293,236,24.83774623,4.000404204,2,0.185008793,2,5.881762736,3.536186697,cotton,twill,raw,handloom,836227,988,36.35938779,WH-B,Priya,Evening,32.12217924,70.22070361,Looks fine,Medium
344,315,86.77992412,2.906239255,2,1.491049307,4,20.91384408,5.325162302,wool,twill,raw,powerloom,510293,1054,8.765413431,WH-C,Anita,Evening,23.76548109,36.39413498,Recheck,High
102,202,28.18257737,9.102597486,5,0.553186892,4,14.06045652,9.763662764,silk,plain,raw,powerloom,543144,2757,29.78805288,WH-C,Priya,Morning,42.29489309,35.17030405,Minor issue,Medium
105,265,27.42199078,4.811884421,2,1.361680635,8,12.85515826,12.55780284,wool,plain,dyed,handloom,460845,4050,5.41947053,WH-A,Ramesh,Night,34.15021431,70.05235373,Looks fine,Low
161,317,59.18754753,0.562153501,3,0.902878393,2,25.68711395,8.130864718,silk,satin,dyed,handloom,257213,4108,47.84799169,WH-A,Suresh,Evening,28.38545194,80.39391431,Approved,High
194,362,52.62910648,6.906734805,4,1.201990576,2,24.73308186,9.076701455,cotton,twill,raw,powerloom,967301,1163,7.974315627,WH-C,Priya,Night,38.35954419,82.22557303,Looks fine,High
154,355,,1.649078388,3,0.194542764,0,33.59732697,8.512393212,linen,twill,dyed,powerloom,990004,2223,6.027010939,WH-C,Ramesh,Night,43.0805841,71.75170462,Recheck,High
193,166,69.89164891,1.338020342,3,1.050008443,12,35.89353159,3.445685106,silk,satin,dyed,handloom,182638,3861,42.32392367,WH-A,Anita,,44.89822584,87.53990715,Looks fine,Medium
127,176,,8.573694666,1,0.612655333,0,30.01028345,10.61096936,linen,plain,printed,powerloom,469381,449,55.04633914,WH-A,Ramesh,Morning,42.93572878,51.43053602,OK,Medium
82,204,100.3041486,7.186834955,1,1.062605258,14,17.7084059,13.05169182,linen,twill,raw,handloom,516735,1901,35.66993446,WH-C,Suresh,Evening,34.55456675,83.37647181,Recheck,Low
100,376,95.42773314,4.102018904,2,0.775510756,5,9.455365263,9.676366683,linen,twill,printed,handloom,673328,4129,32.58242151,WH-C,Priya,Evening,31.18362164,54.75462376,Recheck,Medium
,343,31.56095582,1.397278746,1,0.914381583,1,34.68104344,9.881187346,polyester,plain,printed,handloom,650273,729,7.720098676,WH-A,John,Morning,35.21898895,84.92787909,Approved,High
,189,71.15867347,,2,0.785493753,5,28.34609636,6.430543466,linen,satin,dyed,handloom,168911,339,39.41256605,WH-C,Suresh,Morning,28.04014403,34.73327467,Looks fine,Medium
242,148,20.8531161,4.443874892,5,0.425097001,6,31.46190148,5.611808949,polyester,plain,printed,handloom,113184,4590,21.55734853,WH-B,Suresh,Morning,28.347047,79.67988359,Approved,Medium
339,325,45.5830531,6.107587049,5,0.26877106,13,35.15393842,5.560454858,cotton,plain,dyed,handloom,748217,1397,20.28473582,WH-B,Ramesh,Night,28.45828911,38.6242958,OK,Low
135,216,63.69978768,,3,0.510220824,2,16.72681471,4.044368133,,satin,raw,handloom,754385,4897,42.7293914,WH-C,John,Morning,32.9302633,33.34620377,OK,High
326,356,19.64341518,9.126199615,5,0.403490223,1,9.321986887,13.6484768,polyester,twill,printed,handloom,234235,1897,34.09578894,WH-A,Ramesh,Night,20.19664918,76.91624687,Recheck,Medium
,132,57.00051181,9.868497568,4,1.160156875,9,10.37729248,8.441092704,silk,satin,dyed,powerloom,813330,4958,45.43887316,WH-A,Suresh,Night,41.1612098,66.76376007,Recheck,Low
215,322,42.04714419,2.915097503,1,0.574640357,14,21.63569457,10.23454409,cotton,satin,raw,handloom,892608,4583,59.41126019,WH-C,Ramesh,Night,36.37266845,71.46607279,Approved,Low
147,267,113.9139929,9.555474567,5,1.09940547,0,30.27658888,5.367077928,silk,twill,raw,powerloom,225491,4084,36.8119757,WH-A,John,Morning,37.03023438,80.41498255,Minor issue,High
159,156,72.82034066,6.985057571,5,0.630525471,7,35.80858924,6.109677935,linen,plain,raw,handloom,395454,807,45.0583284,WH-C,Anita,Morning,37.36700615,88.90096594,Minor issue,Medium
197,211,58.86355253,2.973143207,3,0.756415915,14,28.51449088,7.632228733,polyester,satin,printed,handloom,741476,3037,10.6741149,WH-A,Priya,Night,44.74148885,35.20888894,Recheck,Low
250,229,28.02414541,2.378858984,4,0.36157312,1,14.89274327,5.187144902,polyester,plain,raw,handloom,737747,549,8.927038674,WH-C,Priya,Evening,37.20729458,40.71453587,Minor issue,High
122,249,91.8678087,8.499234156,2,1.439858849,12,29.89380727,7.624466955,wool,satin,printed,powerloom,644964,1648,8.020600771,WH-C,Ramesh,Evening,43.8904523,36.7706594,Minor issue,Low
,385,34.9205135,7.898966787,4,0.512993467,14,26.81650439,3.244011191,polyester,plain,dyed,handloom,156815,3558,36.33288897,WH-B,Ramesh,Evening,20.10243101,75.65639101,Looks fine,Low
96,336,76.22712495,6.083253209,2,0.945799188,2,18.90150819,7.650018226,silk,twill,printed,powerloom,629165,540,55.84446292,WH-B,Priya,Night,23.23048192,79.20696328,Minor issue,High
318,260,42.32043728,9.847796036,5,0.708684012,8,29.22686078,14.19728978,wool,plain,raw,handloom,295674,2929,34.66162579,WH-B,Priya,Morning,27.49705193,82.87397992,Approved,Low
128,361,99.07820173,9.58517749,4,0.327252651,8,20.46490686,9.283324517,cotton,plain,printed,handloom,313037,2745,11.95095347,WH-C,Anita,Evening,38.74163139,51.74169094,Looks fine,Medium
249,132,91.46258124,9.016827943,2,0.165993468,7,34.41598286,8.12626166,wool,satin,dyed,powerloom,956418,1127,46.02157108,WH-B,Ramesh,Evening,40.15462332,64.07549803,Recheck,Medium
,179,83.80003303,9.804302236,4,0.734194163,10,12.33428469,7.697201149,wool,satin,printed,powerloom,958341,371,34.67322307,WH-A,Suresh,Morning,24.35768686,58.87654031,Approved,Low
156,288,95.70999396,8.974318821,1,1.22637132,13,11.53411675,7.647123039,silk,satin,dyed,powerloom,942184,4344,34.56197261,WH-B,Anita,Morning,36.68641172,48.97787198,OK,Low
172,349,55.99850142,7.767110482,5,0.89357787,5,35.81296822,3.711792884,linen,plain,raw,handloom,209786,2523,41.18327304,WH-C,Ramesh,Night,20.0971705,80.78386503,Approved,High
217,399,95.21343597,5.091373478,2,0.307040402,8,13.84700409,8.106156818,cotton,twill,dyed,powerloom,207583,1634,44.24366829,WH-C,Suresh,Night,36.35886253,87.34308329,OK,Medium
